feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
hour_11_shape,-0.8848536809293894,-0.004538649809188516,0.06265215488791226,-0.34703999178135037,0.05063314589446765,0.074060545932332,-0.07375868542148036,0.09950787240487335,-0.07628297227049499,-0.08183177897098796,0.0793309528500393
hour_12_shape,-0.9075911037851248,-0.04120353866681009,-0.04321660579183937,-0.2772820917599908,0.06750382457376404,-0.06281813586482683,-0.14469809088775631,0.0513715771426483,-0.07408185161080441,-0.04184003076070752,0.002743707847420938
hour_13_shape,-0.903408485049229,-0.09831449177529042,-0.20341581734560488,-0.16731891488232553,0.03411568740099261,-0.15359262366127543,-0.1423683157640414,-0.019716572653390944,-0.0596565897720721,-0.004567106370630284,-0.05180680095928794
hour_14_shape,-0.8533876130564603,-0.1720510792448428,-0.3218978819726875,-0.020596726212417826,0.028968517614697733,-0.21298644686376694,-0.11985364780624999,-0.06865968922466255,-0.02214166665000366,0.009920237071215109,-0.08004950466199143
hour_15_shape,-0.7575968177607905,-0.2369709405888887,-0.464378051959062,0.15060512691170386,0.10793840526007838,-0.18463019291531518,-0.022439413712873557,-0.04968186102169848,0.07907541804492467,0.08208487121891855,-0.07726616576699702
hour_16_shape,-0.5176592436150792,-0.37183711188579555,-0.6019271941504332,0.32349370915996284,0.06661169347329987,-0.04989042171971134,0.11781437486207308,-0.035400324035956214,0.17646748623386974,0.00675826554056631,0.07409714485362084
hour_17_shape,-0.0820485394332739,-0.5211591208982553,-0.532576452202069,0.5094396296696909,-0.007043003452374899,0.16583925033490945,0.2605762242981018,0.017451949240966234,0.1411287333837,-0.0339339876990507,0.10374038399672461
hour_18_shape,0.42857431292132697,-0.6394655581449044,-0.18640898607399325,0.44358564338346845,-0.030785112110878934,0.2358715712500126,0.20999958432887522,0.031429712478071116,-0.03735590106914117,-0.059016712426892305,0.022229055372061463
hour_19_shape,0.6738373312649228,-0.564575086601947,0.02875342005977651,0.23298177392501268,-0.05511501055741369,0.19107039063849718,0.06982605693352255,0.11090106457709707,-0.22706464120803277,-0.03170207021997645,0.002130159181619892
hour_20_shape,0.8526034720654301,-0.40668953636806593,0.09285946333271772,-0.0073133832245837705,-0.07578533047739114,0.0917221369901455,-0.04738766770581353,0.04377226051921382,-0.19905117094597818,0.08135762102006291,-0.041782816884834935
hour_21_shape,0.8878979892063972,-0.18393579829831808,0.06340076514840601,-0.27389365773877067,-0.0737070054552011,-0.02549668409697302,-0.06654227602390812,-0.030012095859896244,-0.13093719170627316,0.13563933577596204,-0.03139393779289922
hour_22_shape,0.8662319189328705,0.07945695369067089,-0.03673720067590344,-0.386225807018572,-0.06091352817373809,-0.13813214983910208,-0.040235444682348104,-0.10505337377810992,0.016488784614443246,0.13608120079332836,-0.03096916254495204
hour_23_shape,0.7551868683311898,0.3586247402033639,-0.14057062103195306,-0.4118216586792116,-0.022833828835479034,-0.1798671355770531,0.011658548715653243,-0.11714434891830154,0.15986423225256308,0.057595499491584205,0.0396401468926563
morning_share,-0.6729950838762628,0.019356452479637666,0.713957577158826,-0.05462316138054512,-0.047865863963714325,0.13449352541439824,-0.0314587892210563,-0.03238904271741027,0.08885796878839113,-0.04479141849754875,0.03739937512515262
afternoon_share,-0.8445150281617984,-0.2824485134761857,-0.4291027936980658,0.0844657424838298,0.06121018571112351,-0.10851944622082288,-0.022236709265722,-0.02122295193641351,0.04146437930857067,0.0030998326122155923,-0.009832869239117862
evening_share,0.9399238961200179,-0.2996947107619348,-0.018590028735031357,-0.08634734180042355,-0.06938507191517226,0.04063744971402839,0.017435449109661525,-0.007514529223091591,-0.10559827375186913,0.07210023222025407,-0.013081253689256132
night_share,0.2422244995978595,0.9536291140268099,-0.03616751860726693,0.08459436326058516,0.082052239663649,-0.04536580490542498,0.03353586378221684,0.07839626113262328,0.04021735514439299,-0.09094603297886489,0.0010432305264347224
night_day_ratio,0.5809690335363503,0.7808679675791177,-0.024414881586409184,-0.016026726898290364,0.0492580483221388,-0.14439980613735803,0.04874821761893278,0.06789631873011177,0.037105877951309575,-0.11161437380049788,0.010881947062322166
peak_hour_sin,-0.46383622431959864,0.2665927805947283,0.43292072046433955,-0.30472047507400885,-0.08522514440067437,-0.1672912770746356,0.3513438132523467,0.3158809851769145,-0.006924448033552374,0.3222282331659291,0.1833203445098141
peak_hour_cos,0.7904777126603518,-0.09816728183303233,-0.07071072260230643,-0.014701776932027738,0.009136421737749343,0.16857626112889643,-0.2977506142161577,-0.24900393823954645,0.0438510950033401,-0.20469757165755262,0.2634049486042555
peak_concentration,0.27931975060233566,-0.8275907154683444,0.2022131715891986,-0.11249926348232332,-0.00876611789685542,-0.2752478394926325,0.09965521933272989,0.07354301088436399,-0.028210118799978194,-0.1654915107132428,0.08867148399461013
profile_ramp,0.3642117678890143,-0.8107803760700111,0.30065938309680923,-0.02226081790287216,0.02646802654770362,-0.23421218597521212,-0.01033637027354057,0.06557085575930592,0.0640690260340511,-0.0809263298312342,0.025814954111115933
weekend_ratio,0.4056052542655878,-0.07271464681906925,-0.4071525603267497,-0.10342373417080805,0.08917634491944121,0.46420502739206587,-0.34313536371322206,0.3531367370234838,0.3570986430849089,0.2259989357584911,-0.017706588546235025
weekend_shape_distance,0.5346683318592451,-0.5799457847839645,0.15008232634757487,-0.14784745218480874,0.03809635511710168,-0.1405502070643046,0.03048418307142264,0.29727174496593844,0.16973491003283597,-0.28041592590990455,-0.22632089618285836
peak_to_avg_ratio,0.1602002705582708,-0.6972977621191181,0.25700989678265446,-0.07204369202184091,0.5739952862970725,-0.10006544614341063,-0.009744207933890109,0.06589693613545361,0.07255968475594507,-0.022502753285135513,0.053635833681967046
coefficient_of_variation,0.17042150268306602,-0.9005113504089981,0.12131461154386441,-0.15388097845642312,0.15043591499688394,-0.17513794620569278,-0.04451067442578704,0.1438513131551692,0.11819786577389027,-0.062070935328910566,0.022429238247371842
skewness,0.20162258551734896,-0.025157367573983222,0.18384915320553935,0.04486382408638261,0.9417159835486814,0.02381653791862463,-0.0003206572457285711,-0.03574729255544158,-0.0410931404186763,0.06749687020366162,0.006356923716447911
kurtosis,0.10397908735348534,0.13488869833861292,0.17256419814224447,0.11312996796103568,0.9377684727677718,0.04161863495569879,0.04089079378559912,-0.11089451502109336,-0.07332478151383323,0.08225108259597727,-0.01789693841305119
